instances,pathinteraction,feature_goalego,feature_windintensity,feature_roadfriction,feature_fogdistance,feature_startother,feature_precipitationdeposits,feature_cloudiness,feature_fogdensity,feature_goalother,feature_precipitation,feature_wetness,feature_startego,collision,min_ttc,algo_safety
scenario284,c1,2,0,0.8,20,2,100,60,40,2,40,20,0,0,5.05978871964778,0
scenario285,c2,1,0,0.4,20,3,20,0,0,0,0,0,0,0,4.052231614760365,0
scenario286,c2,0,40,0.4,80,1,40,0,40,1,20,100,2,0,3.129360320741868,0
scenario287,c1,2,0,0.6,40,1,40,100,80,1,60,20,1,1,0.0,1
scenario288,c2,1,20,1.0,80,3,0,20,100,1,40,0,0,0,3.2523074140353603,0
scenario289,c4,0,100,0.2,20,3,0,100,60,0,40,100,1,0,1.9306509671547285,0
scenario290,c4,0,0,0.6,0,2,0,100,60,0,80,0,2,0,2.628530969800846,0
scenario291,c1,2,80,0.1,80,2,20,40,80,2,100,100,0,0,3.712195733032964,0
scenario292,c1,2,0,0.8,80,0,80,40,60,2,80,80,1,0,6.902406718022052,0
scenario293,c1,1,100,0.1,0,2,0,60,0,2,60,80,0,0,4650.568640095074,0
scenario294,c4,0,80,0.2,20,2,80,80,20,0,40,40,2,0,2.1580721558075515,0
