instances,pathinteraction,feature_goalego,feature_windintensity,feature_roadfriction,feature_fogdistance,feature_startother,feature_precipitationdeposits,feature_cloudiness,feature_fogdensity,feature_goalother,feature_precipitation,feature_wetness,feature_timeofday,feature_startego,collision,min_ttc,algo_safety
scenario222,c4,0,60,0.4,20,2,40,0,60,2,80,0,-60,2,0,0.9803029858836636,0
scenario223,c2,1,100,0.2,60,3,80,100,80,0,60,0,30,0,0,1.6437633249221484,0
scenario224,c1,2,80,0.8,0,0,100,0,40,2,0,40,0,1,0,3.2455966183365232,0
scenario225,c4,0,0,0.2,40,2,20,80,80,0,80,100,60,2,0,1.948274446253788,0
scenario226,c1,2,20,0.1,0,0,100,20,20,2,100,20,90,1,0,3.359741185056556,0
scenario227,c2,1,100,0.6,40,3,0,80,80,1,40,80,-60,0,0,3.3562012054337007,0
scenario228,c4,0,40,0.1,0,2,20,40,40,0,100,100,60,2,0,2.7880951855484204,0
scenario229,c1,2,20,0.2,100,2,100,80,60,2,60,80,-30,0,0,2.6174100371247726,0
scenario230,c4,2,100,0.2,100,3,0,60,100,0,20,60,90,1,0,4.729228088018043,0
scenario231,c1,2,40,1.0,100,0,0,20,100,2,60,40,-30,1,0,3.568100871624881,0
scenario232,c1,2,100,0.8,60,1,60,80,60,1,20,20,90,1,0,1.1011409320685193,0
scenario233,c2,0,40,1.0,60,1,40,0,20,1,0,80,30,2,0,3.660184659762618,0
scenario234,c4,0,20,1.0,0,3,80,20,80,0,0,40,-90,1,0,2.5053284431259373,0
scenario235,c2,1,60,1.0,60,3,20,60,100,0,20,20,0,0,1,0.0,1
scenario236,c1,2,0,1.0,60,1,40,40,100,1,60,100,30,1,0,0.9272950698118234,0
scenario237,c2,0,0,0.1,0,1,0,100,80,1,60,40,60,2,0,2.7282790582794445,0
scenario238,c2,1,40,0.6,80,3,60,60,80,1,40,0,30,0,0,3.213611206518553,0
scenario239,c4,0,60,0.1,20,2,0,20,20,2,0,0,-60,2,0,0.9983042085618842,0
scenario240,c4,0,60,0.8,40,2,80,20,80,2,20,60,30,2,1,0.0,1
scenario241,c2,1,40,0.2,20,3,80,80,60,1,60,20,60,0,0,2.760832726437545,0
scenario242,c4,2,60,0.8,100,3,80,20,80,0,80,80,90,1,0,4.393851552958622,0
scenario243,c2,0,80,0.6,20,1,20,40,40,1,20,80,30,2,0,2.7434251605389752,0
scenario244,c2,1,80,1.0,0,1,40,20,40,1,0,40,-30,2,0,2.234620374368185,0
scenario245,c4,0,60,0.8,40,3,0,100,0,0,100,0,-90,1,0,2.812700108865061,0
scenario246,c1,2,60,0.6,40,2,80,0,60,2,0,100,-90,0,0,2.1091619608804364,0
scenario247,c4,0,80,0.2,0,2,20,100,40,0,40,20,-90,2,0,2.7445803477208544,0
scenario248,c2,1,40,0.8,0,3,20,60,0,1,40,80,60,0,0,3.203814979562364,0
scenario249,c2,1,100,0.2,40,3,80,80,100,1,80,80,30,0,0,2.8226339711577326,0
scenario250,c4,0,60,1.0,40,2,40,0,40,2,80,0,60,2,1,0.0,1
scenario251,c4,0,40,0.2,80,2,40,20,60,2,80,60,-30,2,0,0.3351470683773863,1
scenario252,c1,2,80,0.8,20,2,20,40,80,2,0,60,90,0,0,2.264638420792807,0
scenario253,c4,0,100,0.6,60,2,60,40,60,2,20,60,60,2,0,0.9741635853106804,0
scenario254,c2,1,20,1.0,60,3,100,60,20,0,40,100,90,0,0,1.676360330117376,0
scenario255,c1,1,100,0.8,40,2,0,60,100,2,0,0,90,0,0,2.5840931771335565,0
scenario256,c2,0,100,0.4,100,1,100,80,0,1,0,80,-60,2,0,3.631384678544641,0
scenario257,c1,2,100,1.0,0,2,80,60,20,2,40,100,-30,0,0,2.403918947851925,0
scenario258,c2,0,100,0.2,20,1,0,80,80,1,20,20,-30,2,0,2.6268674135636,0
scenario259,c1,1,0,1.0,60,2,40,20,80,2,0,60,30,0,0,2.5310589344304657,0
scenario260,c2,0,20,0.4,60,1,80,0,100,1,20,0,60,2,0,3.5881458663805708,0
scenario261,c4,2,20,0.4,0,3,20,40,40,0,60,40,30,1,0,2.811706502606819,0
scenario262,c1,2,40,0.2,60,0,80,100,20,2,100,60,90,1,0,3.191255022138621,0
scenario263,c4,0,40,0.2,60,2,100,40,80,0,40,80,-90,2,0,2.684007002232976,0
scenario264,c4,2,40,0.4,80,3,20,100,0,0,20,60,30,1,0,4.400602400595154,0
scenario265,c2,1,80,0.6,20,1,60,0,20,1,20,0,60,2,0,5.970852204686025,0
scenario266,c1,2,0,0.8,80,0,60,0,0,2,80,20,-90,1,0,3.275404239669025,0
scenario267,c1,2,40,0.1,20,1,40,80,0,1,80,100,30,1,0,1.0009225459629014,0
scenario268,c2,1,60,0.6,100,3,80,60,60,0,60,80,-90,0,0,1.862843224646742,0
scenario269,c4,0,20,1.0,80,3,0,80,20,0,40,100,0,1,0,1.767338846453918,0
