instances,pathinteraction,feature_goalego,feature_windintensity,feature_roadfriction,feature_fogdistance,feature_startother,feature_precipitationdeposits,feature_cloudiness,feature_fogdensity,feature_goalother,feature_precipitation,feature_wetness,feature_timeofday,feature_startego,collision,min_ttc,algo_safety
scenario221,c1,2,80,0.1,80,2,60,60,40,2,100,0,-90,0,0,1.925555069643296,0
scenario222,c4,0,60,0.4,20,2,40,0,60,2,80,0,-60,2,0,1.8778223234344475,0
scenario223,c2,1,100,0.2,60,3,80,100,80,0,60,0,30,0,0,4.156645091875387,0
scenario224,c1,2,80,0.8,0,0,100,0,40,2,0,40,0,1,0,1.7804553538289118,0
scenario225,c4,0,0,0.2,40,2,20,80,80,0,80,100,60,2,0,2.250807035231368,0
scenario226,c1,2,20,0.1,0,0,100,20,20,2,100,20,90,1,0,2.825612202927342,0
scenario227,c2,1,100,0.6,40,3,0,80,80,1,40,80,-60,0,0,4.280716301989129,0
scenario228,c4,0,40,0.1,0,2,20,40,40,0,100,100,60,2,0,2.3468499785633137,0
scenario229,c1,2,20,0.2,100,2,100,80,60,2,60,80,-30,0,0,3.362261246909949,0
scenario230,c4,2,100,0.2,100,3,0,60,100,0,20,60,90,1,0,1.7054354727446346,0
scenario231,c1,2,40,1.0,100,0,0,20,100,2,60,40,-30,1,0,3.000002697879808,0
scenario232,c1,2,100,0.8,60,1,60,80,60,1,20,20,90,1,0,1.3708745510029083,0
scenario233,c2,0,40,1.0,60,1,40,0,20,1,0,80,30,2,1,9999.0,1
scenario234,c4,0,20,1.0,0,3,80,20,80,0,0,40,-90,1,0,2.5386505141945115,0
scenario235,c2,1,60,1.0,60,3,20,60,100,0,20,20,0,0,0,3.659244349610066,0
scenario236,c1,2,0,1.0,60,1,40,40,100,1,60,100,30,1,0,0.532149980519558,0
scenario237,c2,0,0,0.1,0,1,0,100,80,1,60,40,60,2,0,1.1881066477960498,0
scenario238,c2,1,40,0.6,80,3,60,60,80,1,40,0,30,0,0,4.234451605888843,0
scenario239,c4,0,60,0.1,20,2,0,20,20,2,0,0,-60,2,0,2.69547309021046,0
scenario240,c4,0,60,0.8,40,2,80,20,80,2,20,60,30,2,0,1.0972580368046454,0
scenario241,c2,1,40,0.2,20,3,80,80,60,1,60,20,60,0,0,4.783949418018263,0
scenario242,c4,2,60,0.8,100,3,80,20,80,0,80,80,90,1,0,1.7897315213920322,0
scenario243,c2,0,80,0.6,20,1,20,40,40,1,20,80,30,2,0,2.0087856198855056,0
scenario244,c2,1,80,1.0,0,1,40,20,40,1,0,40,-30,2,0,3.081877722126729,0
scenario245,c4,0,60,0.8,40,3,0,100,0,0,100,0,-90,1,0,9999.0,0
scenario246,c1,2,60,0.6,40,2,80,0,60,2,0,100,-90,0,0,3.086463711669321,0
scenario247,c4,0,80,0.2,0,2,20,100,40,0,40,20,-90,2,0,2.748551039252804,0
scenario248,c2,1,40,0.8,0,3,20,60,0,1,40,80,60,0,0,4.044707953355429,0
scenario249,c2,1,100,0.2,40,3,80,80,100,1,80,80,30,0,0,4.734444991290403,0
scenario250,c4,0,60,1.0,40,2,40,0,40,2,80,0,60,2,0,2.459929677131566,0
scenario251,c4,0,40,0.2,80,2,40,20,60,2,80,60,-30,2,0,1.6812639860466465,0
scenario252,c1,2,80,0.8,20,2,20,40,80,2,0,60,90,0,0,2.802725476112641,0
scenario253,c4,0,100,0.6,60,2,60,40,60,2,20,60,60,2,0,2.8887871727560306,0
scenario254,c2,1,20,1.0,60,3,100,60,20,0,40,100,90,0,0,4.223903266770519,0
scenario255,c1,1,100,0.8,40,2,0,60,100,2,0,0,90,0,0,1.6883046820162204,0
scenario256,c2,0,100,0.4,100,1,100,80,0,1,0,80,-60,2,0,2.826103350490332,0
scenario257,c1,2,100,1.0,0,2,80,60,20,2,40,100,-30,0,0,2.087521582673211,0
scenario258,c2,0,100,0.2,20,1,0,80,80,1,20,20,-30,2,0,1.7300701954090156,0
scenario259,c1,1,0,1.0,60,2,40,20,80,2,0,60,30,0,0,1.1811704529680105,0
scenario260,c2,0,20,0.4,60,1,80,0,100,1,20,0,60,2,0,1.1249721212201746,0
scenario261,c4,2,20,0.4,0,3,20,40,40,0,60,40,30,1,0,1.8561933888389424,0
scenario262,c1,2,40,0.2,60,0,80,100,20,2,100,60,90,1,0,2.2331618006747465,0
scenario263,c4,0,40,0.2,60,2,100,40,80,0,40,80,-90,2,0,3.408788375846948,0
scenario264,c4,2,40,0.4,80,3,20,100,0,0,20,60,30,1,0,9999.0,0
scenario265,c2,1,80,0.6,20,1,60,0,20,1,20,0,60,2,0,3.5815996061471056,0
scenario266,c1,2,0,0.8,80,0,60,0,0,2,80,20,-90,1,0,4588.677056738368,0
scenario267,c1,2,40,0.1,20,1,40,80,0,1,80,100,30,1,0,9999.0,0
scenario268,c2,1,60,0.6,100,3,80,60,60,0,60,80,-90,0,0,3.236824008181852,0
scenario269,c4,0,20,1.0,80,3,0,80,20,0,40,100,0,1,0,2.456027377949169,0
scenario270,c4,0,80,0.6,20,3,40,100,80,0,80,0,0,1,0,2.3752678104112666,0
scenario271,c4,0,20,0.1,100,2,100,100,100,0,0,80,-30,2,0,2.770643843905254,0
