instances,feature_cloudiness,feature_windintensity,feature_precipitation,feature_precipitationdeposits,feature_wetness,feature_roadfriction,feature_fogdensity,feature_fogdistance,visibility,roadsurface,vehiclestability,pathinteraction,probability,feature_startego,feature_goalego,feature_startother,feature_goalother,collision,min_ttc,algo_safety
scenario197,20,40,0,0,0,0.8,0,100,20,80,100,c2,0.0579,2,0,0,1,0,2.904059694035569,0
scenario198,20,40,0,0,0,0.8,0,100,20,80,100,c4,0.06027,1,0,2,0,0,3.378302240891881,0
scenario199,20,40,0,0,0,0.8,0,100,20,100,0,c1,0.05948,0,2,1,2,0,2.418422695493644,0
scenario200,20,40,0,0,0,0.8,0,100,20,100,0,c2,0.0603,0,1,2,1,0,3.197376162189036,0
scenario201,20,40,0,0,0,0.8,0,100,20,100,0,c4,0.05993,1,2,2,0,1,0.0,1
scenario202,20,40,0,20,40,0.8,80,20,20,100,20,c1,0.00124,0,1,1,2,0,2.4487198890115103,0
scenario203,20,40,0,0,0,0.8,0,100,20,100,20,c2,0.06053,2,1,0,1,0,3.736047522235221,0
scenario204,20,40,0,0,0,0.8,0,100,20,100,20,c4,0.05999,2,0,1,0,0,23.531847334155568,0
scenario205,20,40,0,0,0,0.8,0,100,20,100,40,c1,0.05866,1,2,0,1,0,6.256721036674473,0
scenario206,20,40,0,0,0,0.8,0,100,20,100,40,c2,0.05948,0,1,2,0,0,2.2844246199180813,0
scenario207,20,40,0,0,0,0.8,0,100,20,100,40,c4,0.05934,2,0,1,2,0,1.1874162126517318,0
scenario208,20,40,0,0,0,0.8,0,100,20,100,60,c1,0.05896,1,2,0,2,0,5.185063050475224,0
scenario209,20,40,0,0,0,0.8,0,100,20,100,60,c2,0.05892,2,0,0,1,0,2.727172907343617,0
scenario210,20,20,0,0,80,0.4,80,20,20,100,60,c4,0.0012,1,0,2,0,0,3.854890709506516,0
scenario211,20,40,0,0,0,0.8,0,100,20,100,80,c1,0.05906,0,2,1,2,0,3.3636079376476054,0
scenario212,20,40,0,0,0,0.8,0,100,20,100,80,c2,0.0604,0,1,2,1,0,4.0431524756684665,0
scenario213,40,20,0,60,40,0.6,0,100,20,100,80,c4,0.00128,1,2,2,0,1,0.0,1
scenario214,20,40,0,0,0,0.8,0,100,20,100,100,c1,0.05899,0,1,1,2,0,2.863964348899331,0
scenario215,20,40,0,0,0,0.8,0,100,20,100,100,c2,0.06118,2,1,0,1,0,3.96205797233704,0
scenario216,20,40,0,0,0,0.8,0,100,20,100,100,c4,0.05902,2,0,1,0,0,28.67999287184064,0
scenario217,20,40,0,0,0,0.8,0,100,40,0,0,c1,0.06001,1,2,0,1,0,6.0760519821750085,0
scenario218,20,40,0,0,0,0.8,0,100,40,0,0,c2,0.06046,0,1,2,0,0,1.7694132304714822,0
scenario219,20,40,0,0,0,0.8,0,100,40,0,0,c4,0.06069,2,0,1,2,0,1.3190691963052572,0
scenario220,20,40,0,0,0,0.8,0,100,40,0,20,c1,0.0612,1,2,0,2,0,5.672562316789364,0
scenario221,20,40,0,0,0,0.8,0,100,40,0,20,c2,0.06017,2,0,0,1,0,2.690742915074978,0
scenario222,20,40,0,0,0,0.8,0,100,40,0,20,c4,0.0595,1,0,2,0,0,4.466344934752,0
scenario223,20,40,0,0,0,0.8,0,100,40,0,40,c1,0.06002,0,2,1,2,0,2.986704707231354,0
scenario224,20,40,0,0,0,0.8,0,100,40,0,40,c2,0.06065,0,1,2,1,0,5.188673456883055,0
scenario225,20,40,0,0,0,0.8,0,100,40,0,40,c4,0.06064,1,2,2,0,1,0.0,1
scenario226,20,40,0,0,0,0.8,0,100,40,0,60,c1,0.05927,0,1,1,2,0,3.628851660292877,0
scenario227,20,40,0,0,0,0.8,0,100,40,0,60,c2,0.05894,2,1,0,1,0,3.744897751030879,0
scenario228,20,40,0,0,0,0.8,0,100,40,0,60,c4,0.05986,2,0,1,0,0,24.84980835714462,0
scenario229,40,40,0,40,40,0.8,0,100,40,0,80,c1,0.00127,1,2,0,1,0,5.769336873166808,0
scenario230,20,40,0,0,0,0.8,0,100,40,0,80,c2,0.05851,0,1,2,0,0,2.2303102120806133,0
scenario231,20,40,0,0,0,0.8,0,100,40,0,80,c4,0.05982,2,0,1,2,0,1.270886692597854,0
scenario232,20,40,0,0,0,0.8,0,100,40,0,100,c1,0.0591,1,2,0,2,0,5.814950497440414,0
scenario233,20,40,0,0,0,0.8,0,100,40,0,100,c2,0.05883,2,0,0,1,0,2.7151727735373714,0
